"Star","rs"
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Anegan  dct:subject  ?o .
    ?o        skos:broader  ?o1
  }
",17
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Benson_Lee
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",10
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:The_Watcher_Self
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",42
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Andrew_Shapter
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",6
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Susan_Goforth
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?objectLabel
WHERE
  { dbpr:Transportation_network_company
              dct:subject  ?object .
    ?object   rdfs:label   ?objectLabel
  }
",3
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Dora_or_the_Sexual_Neuroses_of_Our_Parents
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",12
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  dbpr: <http://dbpedia.org/resource/>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?p  dbprop:birthPlace  dbpr:Madrid ;
        dbprop:team        ?t .
    ?t  dbpo:league        ?l
  }
",50
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?objectLabel
WHERE
  { dbpr:Real-time_ridesharing
              dct:subject  ?object .
    ?object   rdfs:label   ?objectLabel
  }
",2
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  ?hotel ?address ?location ?numberOfRooms ?chain
WHERE
  { ?hotel    rdf:type              dbpo:Building .
    ?location  rdf:type             dbpo:Place .
    ?hotel    dbprop:chain          ?chain ;
              dbprop:chain          :Fairmont_Hotels_and_Resorts ;
              dbprop:numberOfRooms  ?numberOfRooms ;
              dbprop:location       ?location ;
              dbprop:address        ?address
  }
",21
"PREFIX  dbpo: <http://dbpedia.org/ontology/>
PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbprop: <http://dbpedia.org/property/>

SELECT  *
WHERE
  { ?university  dbprop:alumni  ?person .
    ?person   rdf:type       dbpo:Person
  }
",93
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Definition_of_Fear
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",15
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?o1
WHERE
  { dbpr:Zeishan_Quadri
              dct:subject   ?o .
    ?o        skos:broader  ?o1
  }
",22
"PREFIX  rdf:  <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  *
WHERE
  { ?company  rdf:type        dbpo:Organisation .
    ?product  dbpo:developer  ?company ;
              rdf:type        dbpo:Software
  }
",19296
"PREFIX  :     <http://dbpedia.org/resource/>
PREFIX  dbpo: <http://dbpedia.org/ontology/>

SELECT  ?squadra ?stadio
WHERE
  { ?squadra  dbpo:ground    ?stadio .
    ?stadio   dbpo:location  :London
  }
",85
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Gout  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",9
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Dialogue
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",15
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Cartagena,_Spain>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",123
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Political_party
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Peggy_Lee
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",156
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?objectLabel
WHERE
  { dbpr:Eyes_Wide_Shut
              dct:subject  ?object .
    ?object   rdfs:label   ?objectLabel
  }
",31
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Service_layer
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Democratic_socialism
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",19
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/United_Kingdom_general_election,_1983>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",74
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:James_Brown
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",234
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/People's_Party_(Spain)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",272
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Music_genre
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Liberty  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",6
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Columbia_River
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",387
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:General_Mills
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",252
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Overhead_valve
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",9
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Armed_forces
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Saint_Lucia
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",233
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/United_Left_(Spain)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",147
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Merchant_Navy
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",8
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:January_1
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",15
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Lieutenant_colonel
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Middle_English
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",124
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Dictatorship
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",7
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Grammatical_number
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Santander,_Cantabria>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Soviet_war_in_Afghanistan
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Holiday  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",14
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Internment
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Continental_Europe
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Bell_Centre
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",10
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:English_people
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",126
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Sailor  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",6
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Mexico  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",316
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Far-right_politics
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Avex_Group
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",288
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Tertiary_sector_of_the_economy
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Service-oriented_architecture
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",5
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Monarch  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",8
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Information_technology
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:History  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",19
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Engine  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Richmond,_London>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",44
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/C%C3%B3rdoba,_Andalusia>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",12
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Zaragoza
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",130
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Internet_Relay_Chat_services
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Sepultura
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",434
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Sergeant
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",38
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Editing  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",8
"PREFIX  skos: <http://www.w3.org/2004/02/skos/core#>
PREFIX  cat:  <http://dbpedia.org/resource/Category:>

SELECT  ?broaderConcept ?preferredLabel
WHERE
  { cat:Manufacturing
              skos:broader    ?broaderConcept .
    ?broaderConcept
              skos:prefLabel  ?preferredLabel
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Argentina
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",209
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:News  dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Socialist_realism
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",27
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Rey_Mysterio
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",130
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/People's_Democratic_Party_(Nigeria)>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",130
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Service-level_agreement
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",4
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Granada  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",180
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dct:  <http://purl.org/dc/terms/>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?cat
WHERE
  { dbpr:Entertainment
              dct:subject  ?subject .
    ?subject  rdfs:label   ?cat
  }
",3
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Southern_Province,_Sri_Lanka>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",48
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Royal_charter
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",6
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Maine_Road
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",146
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Hundred_Days
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",165
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Seabird  ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",7
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Real_number
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",10
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:English_Reformation
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",8
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Fort_Bragg
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",160
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Heir_presumptive
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",2
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:French_franc
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",57
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Left-wing_politics
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",56
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Airborne_forces
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",15
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:NFC_North
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",8
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { <http://dbpedia.org/resource/Tupelo,_Mississippi>
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",133
"PREFIX  rdfs: <http://www.w3.org/2000/01/rdf-schema#>
PREFIX  dbpr: <http://dbpedia.org/resource/>

SELECT  ?object ?name
WHERE
  { dbpr:Televisa
              ?predicate  ?object .
    ?object   rdfs:label  ?name
  }
",145
